id,x,y,z
100064,-1.6474978923797607,-1.5962883234024048,0.2292565554380417
100067,-1.6493281126022339,-1.6003984212875366,0.2300710529088974
100069,-1.64674711227417,-1.6009814739227295,0.23331806063652039
100566,-1.5362826585769653,-1.4062968492507935,0.2280617654323578
100568,-1.532125473022461,-1.4077956676483154,0.23157666623592377
100569,-1.5302506685256958,-1.4036586284637451,0.2312299758195877
100570,-1.5278419256210327,-1.4093753099441528,0.23491516709327698
100571,-1.5259236097335815,-1.4052462577819824,0.2345879226922989
100572,-1.540000557899475,-1.4145655632019043,0.22874948382377625
100573,-1.5381280183792114,-1.4104307889938354,0.22841514647006989
100574,-1.535904049873352,-1.4160523414611816,0.23224586248397827
100575,-1.5340039730072021,-1.4119300842285156,0.23192210495471954
100576,-1.5316758155822754,-1.4176313877105713,0.23556002974510193
100577,-1.5297491550445557,-1.4135043621063232,0.23524561524391174
100578,-1.5273964405059814,-1.41932213306427,0.23864519596099854
100579,-1.525439739227295,-1.4151997566223145,0.2383476048707962
100580,-1.5437577962875366,-1.4228274822235107,0.22943265736103058
100581,-1.5418781042099,-1.4186984300613403,0.22908726334571838
100582,-1.5397021770477295,-1.4242969751358032,0.23291130363941193
100583,-1.5378056764602661,-1.4201737642288208,0.2325720340013504
100584,-1.5355489253997803,-1.425885796546936,0.23618854582309723
100585,-1.5336099863052368,-1.421759843826294,0.2358708381652832
100586,-1.531294822692871,-1.4275588989257812,0.239259272813797
100587,-1.529343605041504,-1.4234411716461182,0.23894783854484558
100588,-1.5269383192062378,-1.4293378591537476,0.24211882054805756
100589,-1.524923324584961,-1.425220251083374,0.24182946979999542
100590,-1.5474998950958252,-1.4310630559921265,0.23017050325870514
100591,-1.5456246137619019,-1.4269464015960693,0.22979925572872162
100592,-1.5435214042663574,-1.4325333833694458,0.23360401391983032
100593,-1.541599154472351,-1.4284167289733887,0.23326055705547333
100594,-1.5394402742385864,-1.4341092109680176,0.23683926463127136
100595,-1.5374971628189087,-1.4299993515014648,0.2365061342716217
100596,-1.5352284908294678,-1.4357800483703613,0.2398965060710907
100597,-1.5332483053207397,-1.4316723346710205,0.2395804226398468
100598,-1.530940294265747,-1.4375494718551636,0.24272923171520233
100599,-1.5289504528045654,-1.4334502220153809,0.24241825938224792
100600,-1.5265600681304932,-1.4394162893295288,0.24530093371868134
